Group Number,Activity,Timestamp
74,Recheck/Compare Task Results,2021-12-21 14:30:00+00:00
74,Submit results,2021-12-21 14:39:00+00:00
83,First download of assignment,2021-12-21 07:30:00+00:00
83,Revisit PM Exercise in Moodle,2021-12-21 13:52:00+00:00
83,Solve tasks individually,2021-12-21 14:11:00+00:00
83,Coordinate with Assignment Group,2021-12-21 14:16:00+00:00
83,Recheck/Compare Task Results,2021-12-21 14:19:00+00:00
83,Redo Task(s),2021-12-21 14:25:00+00:00
83,Solve tasks individually,2021-12-21 14:39:00+00:00
83,Recheck/Compare Task Results,2021-12-21 14:44:00+00:00
83,Redo Task(s),2021-12-21 14:51:00+00:00
83,Solve tasks individually,2021-12-21 15:02:00+00:00
83,Recheck/Compare Task Results,2021-12-21 15:08:00+00:00
83,Submit results,2021-12-21 15:13:00+00:00
72,First download of assignment,2021-12-21 07:30:00+00:00
72,Revisit PM Exercise in Moodle,2021-12-21 14:21:00+00:00
72,Coordinate with Assignment Group,2021-12-21 14:40:00+00:00
72,Solve tasks individually,2021-12-21 14:44:00+00:00
72,Recheck/Compare Task Results,2021-12-21 14:50:00+00:00
72,Submit results,2021-12-21 14:59:00+00:00
78,First download of assignment,2021-12-21 07:30:00+00:00
78,Revisit PM Exercise in Moodle,2021-12-21 14:35:00+00:00
78,Coordinate with Assignment Group,2021-12-21 15:02:00+00:00
78,Solve tasks together,2021-12-21 15:29:00+00:00
78,Recheck/Compare Task Results,2021-12-21 15:37:00+00:00
78,Submit results,2021-12-21 15:45:00+00:00
80,First download of assignment,2021-12-21 07:30:00+00:00
80,Revisit PM Exercise in Moodle,2021-12-21 16:32:00+00:00
80,Solve tasks together,2021-12-21 17:03:00+00:00
80,Coordinate with Assignment Group,2021-12-21 17:09:00+00:00
80,Recheck/Compare Task Results,2021-12-21 17:13:00+00:00
80,Submit results,2021-12-21 17:21:00+00:00
86,First download of assignment,2021-12-21 07:30:00+00:00
86,Revisit PM Exercise in Moodle,2021-12-21 16:36:00+00:00
86,Coordinate with Assignment Group,2021-12-21 17:01:00+00:00
86,Solve tasks together,2021-12-21 17:27:00+00:00
86,Recheck/Compare Task Results,2021-12-21 17:33:00+00:00
86,Submit results,2021-12-21 17:42:00+00:00
84,First download of assignment,2021-12-21 07:30:00+00:00
84,Revisit PM Exercise in Moodle,2021-12-21 17:33:00+00:00
84,Coordinate with Assignment Group,2021-12-21 17:49:00+00:00
84,Solve tasks together,2021-12-22 08:09:00+00:00
84,Recheck/Compare Task Results,2021-12-22 08:17:00+00:00
84,Submit results,2021-12-22 08:22:00+00:00
71,First download of assignment,2021-12-21 07:30:00+00:00
71,Revisit PM Exercise in Moodle,2021-12-21 17:41:00+00:00
71,Coordinate with Assignment Group,2021-12-22 08:28:00+00:00
71,Solve tasks together,2021-12-22 08:48:00+00:00
71,Recheck/Compare Task Results,2021-12-22 08:57:00+00:00
71,Submit results,2021-12-22 09:05:00+00:00
77,First download of assignment,2021-12-21 07:30:00+00:00
77,Revisit PM Exercise in Moodle,2021-12-21 17:52:00+00:00
77,Coordinate with Assignment Group,2021-12-22 08:26:00+00:00
77,Solve tasks together,2021-12-22 08:42:00+00:00
77,Recheck/Compare Task Results,2021-12-22 08:49:00+00:00
77,Submit results,2021-12-22 08:56:00+00:00
97,First download of assignment,2021-12-22 07:30:00+00:00
97,Revisit PM Exercise in Moodle,2021-12-22 08:11:00+00:00
97,Coordinate with Assignment Group,2021-12-22 08:32:00+00:00
97,Solve tasks together,2021-12-22 08:49:00+00:00
97,Recheck/Compare Task Results,2021-12-22 08:54:00+00:00
97,Submit results,2021-12-22 09:03:00+00:00
111,First download of assignment,2021-12-22 07:30:00+00:00
111,Revisit PM Exercise in Moodle,2021-12-22 08:35:00+00:00
111,Coordinate with Assignment Group,2021-12-22 09:04:00+00:00
111,Solve tasks together,2021-12-22 09:10:00+00:00
111,Recheck/Compare Task Results,2021-12-22 09:19:00+00:00
111,Submit results,2021-12-22 09:26:00+00:00
108,First download of assignment,2021-12-22 07:30:00+00:00
108,Revisit PM Exercise in Moodle,2021-12-22 09:02:00+00:00
108,Solve tasks individually,2021-12-22 09:25:00+00:00
108,Recheck/Compare Task Results,2021-12-22 09:32:00+00:00
108,Submit results,2021-12-22 09:50:00+00:00
108,Coordinate with Assignment Group,2021-12-22 09:50:00+00:00
110,First download of assignment,2021-12-22 07:30:00+00:00
110,Revisit PM Exercise in Moodle,2021-12-22 10:30:00+00:00
110,Solve tasks individually,2021-12-22 11:11:00+00:00
110,Coordinate with Assignment Group,2021-12-22 11:16:00+00:00
110,Recheck/Compare Task Results,2021-12-22 11:21:00+00:00
110,Submit results,2021-12-22 11:26:00+00:00
93,First download of assignment,2021-12-22 07:30:00+00:00
93,Revisit PM Exercise in Moodle,2021-12-22 11:35:00+00:00
93,Coordinate with Assignment Group,2021-12-22 13:13:00+00:00
93,Solve tasks together,2021-12-22 13:17:00+00:00
93,Recheck/Compare Task Results,2021-12-22 13:25:00+00:00
93,Submit results,2021-12-22 13:35:00+00:00
105,First download of assignment,2021-12-22 07:30:00+00:00
105,Revisit PM Exercise in Moodle,2021-12-22 11:56:00+00:00
105,Coordinate with Assignment Group,2021-12-22 13:17:00+00:00
105,Solve tasks together,2021-12-22 13:20:00+00:00
105,Recheck/Compare Task Results,2021-12-22 13:28:00+00:00
105,Submit results,2021-12-22 13:33:00+00:00
100,First download of assignment,2021-12-22 07:30:00+00:00
100,Revisit PM Exercise in Moodle,2021-12-22 13:36:00+00:00
100,Coordinate with Assignment Group,2021-12-22 13:51:00+00:00
100,Solve tasks together,2021-12-22 14:00:00+00:00
100,Recheck/Compare Task Results,2021-12-22 14:09:00+00:00
100,Submit results,2021-12-22 14:15:00+00:00
102,First download of assignment,2021-12-22 07:30:00+00:00
102,Revisit PM Exercise in Moodle,2021-12-22 13:35:00+00:00
102,Coordinate with Assignment Group,2021-12-22 13:57:00+00:00
102,Solve tasks individually,2021-12-22 14:09:00+00:00
102,Recheck/Compare Task Results,2021-12-22 14:16:00+00:00
102,Submit results,2021-12-22 14:26:00+00:00
89,First download of assignment,2021-12-22 07:30:00+00:00
89,Revisit PM Exercise in Moodle,2021-12-22 14:21:00+00:00
89,Coordinate with Assignment Group,2021-12-22 14:36:00+00:00
89,Solve tasks individually,2021-12-22 14:39:00+00:00
89,Recheck/Compare Task Results,2021-12-22 14:49:00+00:00
89,Submit results,2021-12-22 14:54:00+00:00
103,First download of assignment,2021-12-22 07:30:00+00:00
103,Revisit PM Exercise in Moodle,2021-12-22 14:37:00+00:00
103,Solve tasks together,2021-12-22 14:59:00+00:00
103,Recheck/Compare Task Results,2021-12-22 15:09:00+00:00
103,Submit results,2021-12-22 15:22:00+00:00
103,Coordinate with Assignment Group,2021-12-22 15:22:00+00:00
90,First download of assignment,2021-12-22 07:30:00+00:00
90,Revisit PM Exercise in Moodle,2021-12-22 14:51:00+00:00
90,Solve tasks individually,2021-12-22 15:13:00+00:00
90,Recheck/Compare Task Results,2021-12-22 15:18:00+00:00
90,Coordinate with Assignment Group,2021-12-22 15:20:00+00:00
90,Redo Task(s),2021-12-22 15:25:00+00:00
90,Solve tasks individually,2021-12-22 15:43:00+00:00
90,Recheck/Compare Task Results,2021-12-22 15:49:00+00:00
90,Submit results,2021-12-22 15:56:00+00:00
95,First download of assignment,2021-12-22 07:30:00+00:00
95,Revisit PM Exercise in Moodle,2021-12-22 15:17:00+00:00
95,Solve tasks individually,2021-12-22 15:36:00+00:00
95,Coordinate with Assignment Group,2021-12-22 15:38:00+00:00
95,Recheck/Compare Task Results,2021-12-22 15:46:00+00:00
95,Redo Task(s),2021-12-22 15:52:00+00:00
95,Solve tasks individually,2021-12-22 15:58:00+00:00
95,Recheck/Compare Task Results,2021-12-22 16:08:00+00:00
95,Redo Task(s),2021-12-22 16:16:00+00:00
95,Solve tasks individually,2021-12-22 16:34:00+00:00
95,Recheck/Compare Task Results,2021-12-22 16:41:00+00:00
95,Submit results,2021-12-22 16:48:00+00:00
104,First download of assignment,2021-12-22 07:30:00+00:00
104,Revisit PM Exercise in Moodle,2021-12-22 15:26:00+00:00
104,Solve tasks together,2021-12-22 15:45:00+00:00
104,Recheck/Compare Task Results,2021-12-22 15:54:00+00:00
104,Coordinate with Assignment Group,2021-12-22 16:14:00+00:00
104,Submit results,2021-12-22 16:14:00+00:00
98,First download of assignment,2021-12-22 07:30:00+00:00
98,Revisit PM Exercise in Moodle,2021-12-22 16:09:00+00:00
98,Solve tasks together,2021-12-22 16:22:00+00:00
98,Coordinate with Assignment Group,2021-12-22 16:27:00+00:00
98,Recheck/Compare Task Results,2021-12-22 16:27:00+00:00
98,Submit results,2021-12-22 16:32:00+00:00
96,First download of assignment,2021-12-22 07:30:00+00:00
96,Revisit PM Exercise in Moodle,2021-12-22 16:11:00+00:00
96,Coordinate with Assignment Group,2021-12-22 16:30:00+00:00
96,Solve tasks together,2021-12-22 17:05:00+00:00
96,Recheck/Compare Task Results,2021-12-22 17:14:00+00:00
96,Submit results,2021-12-22 17:19:00+00:00
92,First download of assignment,2021-12-22 07:30:00+00:00
92,Revisit PM Exercise in Moodle,2021-12-22 16:41:00+00:00
92,Coordinate with Assignment Group,2021-12-22 17:04:00+00:00
92,Solve tasks together,2021-12-22 17:10:00+00:00
92,Recheck/Compare Task Results,2021-12-22 17:19:00+00:00
92,Submit results,2021-12-22 17:26:00+00:00
109,First download of assignment,2021-12-22 07:30:00+00:00
109,Revisit PM Exercise in Moodle,2021-12-22 17:04:00+00:00
109,Solve tasks individually,2021-12-22 17:25:00+00:00
109,Recheck/Compare Task Results,2021-12-22 17:32:00+00:00
109,Coordinate with Assignment Group,2021-12-22 17:41:00+00:00
109,Submit results,2021-12-22 17:41:00+00:00
99,First download of assignment,2021-12-22 07:30:00+00:00
99,Revisit PM Exercise in Moodle,2021-12-22 17:12:00+00:00
99,Solve tasks together,2021-12-22 17:47:00+00:00
99,Recheck/Compare Task Results,2021-12-22 17:54:00+00:00
99,Coordinate with Assignment Group,2021-12-22 17:58:00+00:00
99,Submit results,2021-12-23 08:03:00+00:00
107,First download of assignment,2021-12-22 07:30:00+00:00
107,Revisit PM Exercise in Moodle,2021-12-22 17:34:00+00:00
107,Coordinate with Assignment Group,2021-12-22 17:55:00+00:00
107,Solve tasks individually,2021-12-23 08:06:00+00:00
107,Recheck/Compare Task Results,2021-12-23 08:14:00+00:00
107,Redo Task(s),2021-12-23 08:22:00+00:00
107,Solve tasks individually,2021-12-23 08:34:00+00:00
107,Recheck/Compare Task Results,2021-12-23 08:42:00+00:00
107,Submit results,2021-12-23 08:52:00+00:00
106,First download of assignment,2021-12-22 07:30:00+00:00
106,Revisit PM Exercise in Moodle,2021-12-22 17:44:00+00:00
106,Solve tasks individually,2021-12-23 08:12:00+00:00
106,Recheck/Compare Task Results,2021-12-23 08:17:00+00:00
106,Redo Task(s),2021-12-23 08:26:00+00:00
106,Coordinate with Assignment Group,2021-12-23 08:32:00+00:00
106,Solve tasks individually,2021-12-23 08:33:00+00:00
106,Recheck/Compare Task Results,2021-12-23 08:39:00+00:00
106,Submit results,2021-12-23 08:45:00+00:00
112,First download of assignment,2021-12-23 07:30:00+00:00
112,Revisit PM Exercise in Moodle,2021-12-23 08:52:00+00:00
112,Solve tasks together,2021-12-23 09:25:00+00:00
112,Recheck/Compare Task Results,2021-12-23 09:34:00+00:00
112,Coordinate with Assignment Group,2021-12-23 09:36:00+00:00
112,Submit results,2021-12-23 09:44:00+00:00
122,First download of assignment,2021-12-23 07:30:00+00:00
122,Revisit PM Exercise in Moodle,2021-12-23 09:00:00+00:00
122,Coordinate with Assignment Group,2021-12-23 09:18:00+00:00
122,Solve tasks individually,2021-12-23 09:45:00+00:00
122,Recheck/Compare Task Results,2021-12-23 09:55:00+00:00
122,Submit results,2021-12-23 10:00:00+00:00
113,First download of assignment,2021-12-23 07:30:00+00:00
113,Revisit PM Exercise in Moodle,2021-12-23 09:21:00+00:00
113,Coordinate with Assignment Group,2021-12-23 09:47:00+00:00
113,Solve tasks together,2021-12-23 10:30:00+00:00
113,Recheck/Compare Task Results,2021-12-23 10:40:00+00:00
113,Submit results,2021-12-23 10:46:00+00:00
114,First download of assignment,2021-12-23 07:30:00+00:00
114,Revisit PM Exercise in Moodle,2021-12-23 10:15:00+00:00
114,Solve tasks together,2021-12-23 10:31:00+00:00
114,Recheck/Compare Task Results,2021-12-23 10:37:00+00:00
114,Submit results,2021-12-23 10:51:00+00:00
114,Coordinate with Assignment Group,2021-12-23 10:51:00+00:00
118,First download of assignment,2021-12-23 07:30:00+00:00
118,Revisit PM Exercise in Moodle,2021-12-23 11:56:00+00:00
118,Coordinate with Assignment Group,2021-12-23 13:13:00+00:00
118,Solve tasks together,2021-12-23 13:23:00+00:00
118,Recheck/Compare Task Results,2021-12-23 13:32:00+00:00
118,Submit results,2021-12-23 13:41:00+00:00
119,First download of assignment,2021-12-23 07:30:00+00:00
119,Revisit PM Exercise in Moodle,2021-12-23 15:19:00+00:00
119,Solve tasks individually,2021-12-23 15:33:00+00:00
119,Recheck/Compare Task Results,2021-12-23 15:42:00+00:00
119,Redo Task(s),2021-12-23 15:51:00+00:00
119,Coordinate with Assignment Group,2021-12-23 15:53:00+00:00
119,Solve tasks together,2021-12-23 16:06:00+00:00
119,Recheck/Compare Task Results,2021-12-23 16:14:00+00:00
119,Submit results,2021-12-23 16:23:00+00:00
117,First download of assignment,2021-12-23 07:30:00+00:00
117,Revisit PM Exercise in Moodle,2021-12-23 15:36:00+00:00
117,Coordinate with Assignment Group,2021-12-23 16:14:00+00:00
117,Solve tasks together,2021-12-23 16:26:00+00:00
117,Recheck/Compare Task Results,2021-12-23 16:32:00+00:00
117,Submit results,2021-12-23 16:42:00+00:00
116,First download of assignment,2021-12-23 07:30:00+00:00
116,Revisit PM Exercise in Moodle,2021-12-23 16:07:00+00:00
116,Coordinate with Assignment Group,2021-12-23 16:35:00+00:00
116,Solve tasks individually,2021-12-23 16:43:00+00:00
116,Recheck/Compare Task Results,2021-12-23 16:53:00+00:00
116,Redo Task(s),2021-12-23 17:03:00+00:00
116,Solve tasks individually,2021-12-23 17:10:00+00:00
116,Recheck/Compare Task Results,2021-12-23 17:17:00+00:00
116,Redo Task(s),2021-12-23 17:27:00+00:00
116,Solve tasks individually,2021-12-23 17:33:00+00:00
116,Recheck/Compare Task Results,2021-12-23 17:40:00+00:00
116,Submit results,2021-12-23 17:48:00+00:00
121,First download of assignment,2021-12-23 07:30:00+00:00
121,Revisit PM Exercise in Moodle,2021-12-23 16:10:00+00:00
121,Coordinate with Assignment Group,2021-12-23 16:27:00+00:00
121,Solve tasks individually,2021-12-23 16:48:00+00:00
121,Recheck/Compare Task Results,2021-12-23 16:55:00+00:00
121,Submit results,2021-12-23 17:04:00+00:00
120,First download of assignment,2021-12-23 07:30:00+00:00
120,Revisit PM Exercise in Moodle,2021-12-23 16:50:00+00:00
120,Solve tasks individually,2021-12-23 17:18:00+00:00
120,Coordinate with Assignment Group,2021-12-23 17:19:00+00:00
120,Recheck/Compare Task Results,2021-12-23 17:28:00+00:00
120,Submit results,2021-12-23 17:36:00+00:00
115,First download of assignment,2021-12-23 07:30:00+00:00
115,Revisit PM Exercise in Moodle,2021-12-23 17:51:00+00:00
115,Coordinate with Assignment Group,2021-12-24 08:06:00+00:00
115,Solve tasks individually,2021-12-24 08:12:00+00:00
115,Recheck/Compare Task Results,2021-12-24 08:20:00+00:00
115,Submit results,2021-12-24 08:25:00+00:00
144,First download of assignment,2021-12-24 07:30:00+00:00
144,Revisit PM Exercise in Moodle,2021-12-24 08:44:00+00:00
144,Coordinate with Assignment Group,2021-12-24 09:28:00+00:00
144,Solve tasks together,2021-12-24 09:31:00+00:00
144,Recheck/Compare Task Results,2021-12-24 09:39:00+00:00
144,Redo Task(s),2021-12-24 09:46:00+00:00
144,Solve tasks together,2021-12-24 09:59:00+00:00
144,Recheck/Compare Task Results,2021-12-24 10:04:00+00:00
144,Submit results,2021-12-24 10:14:00+00:00
128,First download of assignment,2021-12-24 07:30:00+00:00
128,Revisit PM Exercise in Moodle,2021-12-24 08:50:00+00:00
128,Solve tasks individually,2021-12-24 09:11:00+00:00
128,Coordinate with Assignment Group,2021-12-24 09:12:00+00:00
128,Recheck/Compare Task Results,2021-12-24 09:20:00+00:00
128,Redo Task(s),2021-12-24 09:29:00+00:00
128,Solve tasks individually,2021-12-24 09:35:00+00:00
128,Recheck/Compare Task Results,2021-12-24 09:45:00+00:00
128,Redo Task(s),2021-12-24 09:53:00+00:00
128,Solve tasks individually,2021-12-24 10:13:00+00:00
128,Recheck/Compare Task Results,2021-12-24 10:21:00+00:00
128,Submit results,2021-12-24 10:30:00+00:00
126,First download of assignment,2021-12-24 07:30:00+00:00
126,Revisit PM Exercise in Moodle,2021-12-24 08:57:00+00:00
126,Coordinate with Assignment Group,2021-12-24 09:18:00+00:00
126,Solve tasks individually,2021-12-24 09:23:00+00:00
126,Recheck/Compare Task Results,2021-12-24 09:29:00+00:00
126,Submit results,2021-12-24 09:35:00+00:00
145,First download of assignment,2021-12-24 07:30:00+00:00
145,Revisit PM Exercise in Moodle,2021-12-24 09:10:00+00:00
145,Coordinate with Assignment Group,2021-12-24 09:27:00+00:00
145,Solve tasks individually,2021-12-24 09:44:00+00:00
145,Recheck/Compare Task Results,2021-12-24 09:52:00+00:00
145,Submit results,2021-12-24 09:57:00+00:00
134,First download of assignment,2021-12-24 07:30:00+00:00
134,Revisit PM Exercise in Moodle,2021-12-24 09:35:00+00:00
134,Coordinate with Assignment Group,2021-12-24 09:54:00+00:00
134,Solve tasks together,2021-12-24 10:16:00+00:00
134,Recheck/Compare Task Results,2021-12-24 10:21:00+00:00
134,Submit results,2021-12-24 10:28:00+00:00
141,First download of assignment,2021-12-24 07:30:00+00:00
141,Revisit PM Exercise in Moodle,2021-12-24 09:38:00+00:00
141,Coordinate with Assignment Group,2021-12-24 10:14:00+00:00
141,Solve tasks together,2021-12-24 10:36:00+00:00
141,Recheck/Compare Task Results,2021-12-24 10:42:00+00:00
141,Submit results,2021-12-24 10:49:00+00:00
140,First download of assignment,2021-12-24 07:30:00+00:00
140,Revisit PM Exercise in Moodle,2021-12-24 09:50:00+00:00
140,Solve tasks individually,2021-12-24 10:04:00+00:00
140,Recheck/Compare Task Results,2021-12-24 10:10:00+00:00
140,Redo Task(s),2021-12-24 10:15:00+00:00
140,Coordinate with Assignment Group,2021-12-24 10:19:00+00:00
140,Solve tasks individually,2021-12-24 10:22:00+00:00
140,Recheck/Compare Task Results,2021-12-24 10:29:00+00:00
140,Redo Task(s),2021-12-24 10:37:00+00:00
140,Solve tasks individually,2021-12-24 10:45:00+00:00
140,Recheck/Compare Task Results,2021-12-24 10:55:00+00:00
140,Submit results,2021-12-24 11:03:00+00:00
130,First download of assignment,2021-12-24 07:30:00+00:00
130,Revisit PM Exercise in Moodle,2021-12-24 09:55:00+00:00
130,Solve tasks individually,2021-12-24 10:31:00+00:00
130,Recheck/Compare Task Results,2021-12-24 10:41:00+00:00
130,Coordinate with Assignment Group,2021-12-24 10:42:00+00:00
130,Redo Task(s),2021-12-24 10:47:00+00:00
130,Solve tasks individually,2021-12-24 10:58:00+00:00
130,Recheck/Compare Task Results,2021-12-24 11:08:00+00:00
130,Submit results,2021-12-24 11:18:00+00:00
127,First download of assignment,2021-12-24 07:30:00+00:00
127,Revisit PM Exercise in Moodle,2021-12-24 09:58:00+00:00
127,Solve tasks together,2021-12-24 10:26:00+00:00
127,Recheck/Compare Task Results,2021-12-24 10:35:00+00:00
127,Submit results,2021-12-24 10:46:00+00:00
127,Coordinate with Assignment Group,2021-12-24 10:46:00+00:00
136,First download of assignment,2021-12-24 07:30:00+00:00
136,Revisit PM Exercise in Moodle,2021-12-24 10:09:00+00:00
136,Coordinate with Assignment Group,2021-12-24 10:41:00+00:00
